,Month,Decade,Type,Country,Area,Location,Activity,Fatal,Time
5786,Jun-Aug,0,Unprovoked,AUSTRALIA,Northern Territory,the pearling beds,low water,N,unknown
5787,Mar-May,0,Unprovoked,AUSTRALIA,Northern Territory,the pearling beds,low water,Y,unknown
5788,Mar-May,0,Unprovoked,AUSTRALIA,New South Wales,"Iron Cove, Sydney",unknown,Y,unknown
5789,unknown,0,Unprovoked,PACIFIC OCEAN,unknown,unknown,low water,Y,unknown
5790,Sep-Nov,0,Unprovoked,USA,Florida,"Fort Pickens, Escambia County",low water,Y,unknown
5791,Sep-Nov,0,Invalid,USA,South Carolina,"Bulls Bay, near Charleston",low water,unknown,unknown
5792,Sep-Nov,0,Unprovoked,USA,South Carolina,unknown,unknown,Y,unknown
5793,Sep-Nov,0,Provoked,NEW ZEALAND,South Island,New Brighton,fishing,N,unknown
5794,Sep-Nov,0,Unprovoked,NEW ZEALAND,North Island,"Tararu, Thames",unknown,N,unknown
5796,Jun-Aug,0,Unprovoked,JAPAN,unknown,unknown,low water,N,12-17
5797,Jun-Aug,0,Unprovoked,AUSTRALIA,New South Wales,Millers Point,low water,N,12-17
5798,Jun-Aug,0,Unprovoked,AUSTRALIA,unknown,unknown,unknown,Y,unknown
5799,Mar-May,0,Unprovoked,AUSTRALIA,New South Wales,Lake Macquarie,unknown,Y,unknown
5800,Dec-Feb,0,Unprovoked,AUSTRALIA,unknown,unknown,unknown,Y,unknown
5801,Dec-Feb,0,Unprovoked,AUSTRALIA,New South Wales,"Darling Harbor, Sydney",unknown,Y,unknown
5802,unknown,0,Unprovoked,ATLANTIC OCEAN,unknown,unknown,low water,Y,unknown
5803,Dec-Feb,0,Unprovoked,USA,Florida,"In the bay near the naval yard at Pensacola, Escambia County",unknown,N,unknown
5804,Dec-Feb,0,Unprovoked,AUSTRALIA,Queensland,Maryborough,low water,N,unknown
5805,Dec-Feb,0,Invalid,AUSTRALIA,New South Wales,"Johnstone's Bay, Sydney",unknown,unknown,unknown
5806,Sep-Nov,0,Invalid,USA,Florida,"Pensacola Bay, Escambia County",fishing,unknown,12-17
5807,Mar-May,0,Unprovoked,USA,North Carolina,"Elizabeth City, Pasquotank County  ",unknown,Y,unknown
5808,Mar-May,0,Unprovoked,unknown,Western Banks,unknown,low water,Y,7-11
5809,Mar-May,0,Unprovoked,USA,Rhode Island,Providence,unknown,N,unknown
5810,Mar-May,0,Unprovoked,unknown,unknown,Santa Cruz,unknown,N,unknown
5811,Dec-Feb,0,Unprovoked,USA,Alabama,Mobile Bay,fishing,Y,unknown
5812,Dec-Feb,0,Unprovoked,INDIA,unknown,"At Panihattu, Barrackpore, Dackhineshwar, Barahonagore, Kashipur & Chitpur down to Baug Bazar ghats",low water,Y,unknown
5813,Dec-Feb,0,Boating,ITALY,Sicily,Stretto di Messina,low water,N,unknown
5814,Dec-Feb,0,Unprovoked,AUSTRALIA,Queensland,"Petrie Bight, Brisbane River",low water,Y,unknown
5815,unknown,0,Sea Disaster,AUSTRALIA,New South Wales,Bermagui,unknown,Y,unknown
5816,Sep-Nov,0,Unprovoked,MOZAMBIQUE,unknown,unknown,fishing,Y,unknown
5817,Sep-Nov,0,Boating,USA,New York,The Narrows,underwater,N,unknown
5818,Jun-Aug,0,Unprovoked,INDIA,West Bengal,Ganges River,low water,N,unknown
5819,Mar-May,0,Unprovoked,INDIA,West Bengal,Hoogly River,low water,N,unknown
5820,Dec-Feb,0,Invalid,MEXICO,Guerro,Acapulco,low water,unknown,unknown
5821,unknown,0,Unprovoked,INDIA,West Bengal,(Calcutta?),underwater,Y,unknown
5822,unknown,0,Unprovoked,INDIA,West Bengal,"Panihati, 4 miles south of Barrackpore on the Hoogly River",unknown,Y,unknown
5823,unknown,0,Boating,AUSTRALIA,New South Wales,"Chowder Bay, Sydney",underwater,N,unknown
5824,unknown,0,Unprovoked,AUSTRALIA,New South Wales,Cooranbong,unknown,N,unknown
5825,Sep-Nov,0,Invalid,SYRIA,unknown,unknown,fishing,unknown,unknown
5826,Jun-Aug,0,Invalid,USA,Florida,"Hutchinson Island, Martin County",unknown,unknown,unknown
5827,Mar-May,0,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,Guadalcanal,low water,N,unknown
5828,Dec-Feb,0,Unprovoked,NEW ZEALAND,South Island,Campbells Point,low water,N,unknown
5829,Sep-Nov,0,Unprovoked,INDIA,Andaman Islands,Port Blair,low water,Y,unknown
5830,unknown,0,Unprovoked,AUSTRALIA,New South Wales,Clarence Heads,unknown,N,unknown
5831,Sep-Nov,0,Provoked,SPAIN,Valencia,Castellon de la Plana,fishing,N,unknown
5832,Jun-Aug,0,Sea Disaster,FIJI,Lau Group,Totoya  ,fishing,N,unknown
5833,Jun-Aug,0,Unprovoked,USA,California,"Los Angeles, Los Angeles County",fishing,N,unknown
5834,Jun-Aug,0,Unprovoked,NEW ZEALAND,North Island,Napier,low water,Y,12-17
5835,Jun-Aug,0,Invalid,AUSTRALIA,New South Wales,Near Sydney ,low water,unknown,unknown
5836,Jun-Aug,0,Unprovoked,USA,Mississippi,River mouth,unknown,Y,unknown
5837,Jun-Aug,0,Unprovoked,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor ",unknown,N,unknown
5838,Jun-Aug,0,Unprovoked,INDONESIA,East Java,Probolinggo,unknown,Y,unknown
5839,Mar-May,0,Unprovoked,unknown,unknown,unknown,fishing,Y,unknown
5840,unknown,0,Provoked,USA,Connecticut,"Branford, New Haven County",unknown,N,low afluency
5841,Dec-Feb,0,Sea Disaster,SOUTH ATLANTIC OCEAN,Off the coast of West Africa,unknown,low water,N,unknown
5842,Jun-Aug,0,Sea Disaster,SOUTH ATLANTIC OCEAN,Off the coast of West Africa,unknown,fishing,Y,unknown
5843,Jun-Aug,0,Unprovoked,USA,New York,East River,low water,Y,unknown
5844,Dec-Feb,0,Unprovoked,USA,New York,Brooklyn,low water,Y,unknown
5845,Sep-Nov,0,Unprovoked,PHILIPPINES,Misamis Oriental,Cagayan de Oro,low water,Y,unknown
5846,Sep-Nov,0,Unprovoked,NEW GUINEA,unknown,unknown,low water,N,unknown
5847,Sep-Nov,0,Sea Disaster,SOUTH AFRICA,Western Cape Province,Olifantbos Point,unknown,Y,unknown
5848,Jun-Aug,0,Sea Disaster,BRAZIL,unknown,unknown,fishing,Y,unknown
5849,Mar-May,0,Unprovoked,AUSTRALIA,New South Wales,"Balmain, Sydney (Estuary)",sports boat,Y,unknown
5850,Dec-Feb,0,Sea Disaster,FIJI,unknown,unknown,unknown,Y,unknown
5851,Dec-Feb,0,Unprovoked,AUSTRALIA,New South Wales,"Peacock Point, Balmain, Sydney",unknown,N,unknown
5852,unknown,0,Unprovoked,AUSTRALIA,New South Wales,Near Sydney,unknown,Y,low afluency
5853,Dec-Feb,0,Unprovoked,AUSTRALIA,New South Wales,Port Jackson,unknown,N,unknown
5855,Jun-Aug,0,Provoked,AUSTRALIA,Tasmania,Smelting Works Bay near Hobart,fishing,N,unknown
5856,Mar-May,0,Unprovoked,AUSTRALIA,Victoria,Portarlington,low water,N,unknown
5857,Mar-May,0,Unprovoked,ITALY,Strait of Messina,Off Calabria,unknown,N,unknown
5858,Mar-May,0,Unprovoked,FIJI,Viti Levu Island,"Na Koro Vatu, Rewa River",low water,N,unknown
5859,unknown,0,Unprovoked,AUSTRALIA,Victoria,Off Melbourne,unknown,N,unknown
5860,unknown,0,Unprovoked,AUSTRALIA,Victoria,Emerald Hill,unknown,Y,unknown
5861,unknown,0,Unprovoked,AUSTRALIA,Victoria,Boarding School Bay,fishing,N,low afluency
5862,Jun-Aug,0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,low water,unknown,unknown
5863,Jun-Aug,0,Unprovoked,INDIA,Hoogly River,Near Calcutta,low water,N,unknown
5864,Jun-Aug,0,Unprovoked,USA,New York,unknown,low water,Y,unknown
5865,Mar-May,0,Unprovoked,GREECE,Cyclades archipelago,Between the islands of Tenos and Andros ,fishing,Y,unknown
5866,Mar-May,0,Unprovoked,USA,Georgia,Cumberland Island,low water,N,unknown
5867,Mar-May,0,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbour,low water,Y,unknown
5868,Dec-Feb,0,Unprovoked,AUSTRALIA,Victoria,Albert Park in Port Phillip Bay,low water,Y,unknown
5869,unknown,0,Unprovoked,LEBANON,Mount Lebanon,Batroun,sports boat,Y,unknown
5870,Mar-May,0,Unprovoked,ENGLAND,"Between Hastings & Fairlight, Sussex",unknown,fishing,N,unknown
5871,Sep-Nov,0,Unprovoked,AUSTRALIA,Western Australia,Between De Grey River and Port Walcott,unknown,N,unknown
5872,Mar-May,0,Unprovoked,AUSTRALIA,New South Wales,Sydney,low water,Y,7-11
5873,Dec-Feb,0,Unprovoked,AUSTRALIA,New South Wales,Clarence Heads,unknown,N,unknown
5874,Dec-Feb,0,Invalid,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",fishing,unknown,unknown
5875,Sep-Nov,0,Unprovoked,NEW ZEALAND,North Island,Tauranga,low water,Y,unknown
5876,unknown,0,Invalid,AUSTRALIA,Queensland,Mary River,low water,unknown,unknown
5877,Jun-Aug,0,Unprovoked,AUSTRALIA,Queensland,Maryborough,low water,N,unknown
5878,Jun-Aug,0,Unprovoked,AUSTRALIA,Western Australia,Sharks Bay,unknown,Y,unknown
5879,Jun-Aug,0,Boating,CROATIA,Zadar County,"Lika-Senj, Pag Island",unknown,N,unknown
5880,Dec-Feb,0,Boating,FRANCE,unknown,unknown,unknown,N,unknown
5881,unknown,0,Unprovoked,USA,Hawaii,Waikiki,unknown,N,unknown
5882,Jun-Aug,0,Unprovoked,USA,New York,Coney Island,low water,N,unknown
5883,Mar-May,0,Unprovoked,MEXICO,Veracruz ,"Tlacotalpan, Vera Cruz",fell,Y,unknown
5884,Sep-Nov,0,Unprovoked,KIRIBATI,Gilbert Islands,Beru,low water,Y,7-11
5885,Jun-Aug,0,Unprovoked,unknown,unknown,unknown,low water,N,unknown
5886,Mar-May,0,Sea Disaster,HONDURAS,unknown,Mouth of the Ullua River,fishing,Y,unknown
5887,unknown,0,Boating,CANADA,Newfoundland,St. Pierre Bank ,unknown,N,unknown
5888,Sep-Nov,0,Sea Disaster,TUVALU,unknown,Between Nanumea & Nanumaga Atolls,unknown,Y,unknown
5889,Sep-Nov,0,Unprovoked,AUSTRALIA,New South Wales,"Darling Harbor, Sydney",unknown,N,unknown
5890,Sep-Nov,0,Provoked,USA,Maryland,Chester River,unknown,N,unknown
5891,Jun-Aug,0,Invalid,AUSTRALIA,New South Wales,Newcastle ,low water,unknown,unknown
5892,Jun-Aug,0,Unprovoked,AUSTRALIA,Queensland,White Cliffs,fell,N,unknown
5893,Jun-Aug,0,Unprovoked,CUBA,Havana Province,Havana Harbor,low water,N,18-22
5894,Mar-May,0,Unprovoked,INDIAN OCEAN?,unknown,unknown,fell,Y,unknown
5896,Mar-May,0,Sea Disaster,BAHAMAS,Abaco Islands,unknown,fell,Y,unknown
5897,Dec-Feb,0,Invalid,CROATIA,unknown,Fiume,unknown,unknown,unknown
5898,Dec-Feb,0,Unprovoked,USA,Hawaii,Kawahae,unknown,N,unknown
5899,Dec-Feb,0,Sea Disaster,AUSTRALIA,Queensland,Bramble Reef,low water,Y,unknown
5900,unknown,0,Invalid,Fiji,Lomaiviti Provine,"Levuka Point, Ovalau Island",unknown,unknown,12-17
5901,unknown,0,Sea Disaster,SOUTH ATLANTIC OCEAN,Off the coast of South America,unknown,low water,N,unknown
5902,Dec-Feb,0,Invalid,AUSTRALIA,New South Wales,Hawkesbury River,low water,unknown,18-22
5903,Sep-Nov,0,Unprovoked,USA,Hawaii,unknown,low water,N,unknown
5904,Jun-Aug,0,Provoked,USA,New York,Long Island,fishing,N,unknown
5905,Mar-May,0,Unprovoked,SRI LANKA,Eastern Province,Trincomalee,unknown,N,unknown
5906,Mar-May,0,Invalid,GUYANA,unknown,Demerara,low water,unknown,18-22
5907,Dec-Feb,0,Unprovoked,INDIA,"22ºN, 88ºE",Hoogly River at Multah,low water,Y,unknown
5908,Dec-Feb,0,Unprovoked,AUSTRALIA,New South Wales,Manning River,low water,Y,18-22
5909,unknown,0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,fell,N,7-11
5910,unknown,0,Unprovoked,AUSTRALIA,New South Wales,Jervis Bay & Long Reef,fell,N,unknown
5911,unknown,0,Unprovoked,USA,North Carolina,"Smithville (now Southport), Brunswick County",low water,N,unknown
5912,Dec-Feb,0,Unprovoked,INDIA,"22ºN, 88ºE","Calcutta, Hoogly River at  one of the ghats",low water,N,low afluency
5913,Dec-Feb,0,Unprovoked,INDIA,West Bengal,"Hoogly River, Calcutta",unknown,N,unknown
5914,Dec-Feb,0,Unprovoked,AUSTRALIA,Queensland,Moreton Island,unknown,N,unknown
5915,Jun-Aug,0,Unprovoked,INDIA,"22ºN, 88ºE","Hatkolah, Ghat,",low water,N,unknown
5916,Jun-Aug,0,Unprovoked,INDIA,"22ºN, 88ºE",Near Sobah Bazar,unknown,N,unknown
5917,Jun-Aug,0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,low water,N,unknown
5918,Jun-Aug,0,Invalid,AUSTRALIA,Tasmania,Derwent River,unknown,unknown,unknown
5919,Jun-Aug,0,Unprovoked,AUSTRALIA,South Australia,Cape Elizabeth,low water,N,18-22
5921,Mar-May,0,Unprovoked,ITALY,Adriatic Sea,Trieste,low water,Y,unknown
5922,unknown,0,Unprovoked,INDIA,Hoogly River,Ghat,unknown,Y,unknown
5923,unknown,0,Sea Disaster,VIETNAM,unknown,Cohong,unknown,Y,unknown
5924,Sep-Nov,0,Sea Disaster,AUSTRALIA,South Australia,Belfast (now Port Fairy),low water,N,7-11
5925,Sep-Nov,0,Unprovoked,AUSTRALIA,Torres Strait,South Aroo Island,unknown,Y,unknown
5926,Mar-May,0,Unprovoked,NEW ZEALAND,North Island,"Brickfield Bay, Auckland Harbour",low water,N,unknown
5927,Dec-Feb,0,Unprovoked,EGYPT,unknown,Port Said,low water,Y,unknown
5928,Dec-Feb,0,Unprovoked,MEXICO,Veracruz ,Vera Cruz Harbor,low water,Y,unknown
5929,Dec-Feb,0,Sea Disaster,CUBA,Villa Clara Province,Remedios,low water,Y,unknown
5930,Sep-Nov,0,Boating,AUSTRALIA,Victoria,Queenscliff,fishing,N,low afluency
5931,Jun-Aug,0,Unprovoked,CUBA,Matanzas Province (north coast),Matanzas,low water,Y,18-22
5932,Mar-May,0,Unprovoked,USA,Alabama,Mobile Bay,low water,Y,unknown
5933,Mar-May,0,Invalid,AUSTRALIA,Western Australia,Off De Grey river,low water,unknown,unknown
5934,Mar-May,0,Unprovoked,USA,New York,"Greenport Sound, Long Island",unknown,N,unknown
5935,Mar-May,0,Unprovoked,USA,Texas,Brazos,unknown,Y,unknown
5936,Mar-May,0,Boating,SOUTH AFRICA,Western Cape Province,St. Helena Bay,fell,Y,unknown
5937,Jun-Aug,0,Boating,AUSTRALIA,South Australia,Semaphore,low water,N,unknown
5938,Jun-Aug,0,Sea Disaster,USA,North Carolina,"Cedar Island, Carteret County",low water,Y,unknown
5939,Mar-May,0,Provoked,FRANCE,Alpes Maritime,Antibes,low water,N,unknown
5940,Mar-May,0,Unprovoked,SCOTLAND,Edinburgh,Granton,low water,N,12-17
5941,Dec-Feb,0,Unprovoked,USA,New York,Mahattan,low water,N,unknown
5942,Dec-Feb,0,Unprovoked,MADAGASCAR,unknown,unknown,unknown,Y,unknown
5943,Mar-May,0,Unprovoked,SPAIN,Eastern Catalona,Badalona,low water,Y,unknown
5944,Sep-Nov,0,Unprovoked,MAURITIUS,300 miles east of Mauritius,unknown,low water,Y,unknown
5945,Sep-Nov,0,Unprovoked,CHINA,unknown,Macao Harbor,low water,unknown,unknown
5946,Jun-Aug,0,Unprovoked,MAURITIUS,unknown,unknown,low water,Y,unknown
5947,Dec-Feb,0,Unprovoked,PANAMA,Colón Province,Aspinwall (Colón),low water,Y,unknown
5948,Sep-Nov,0,Unprovoked,NEW ZEALAND,Foveaux Strait,Stewart Island,low water,Y,unknown
5949,Sep-Nov,0,Unprovoked,NEW ZEALAND,North Island,"Brickfield Bay, Auckland Harbour",unknown,N,unknown
5950,Jun-Aug,0,Unprovoked,INDONESIA,Sumatra,Off Acheen Head,low water,Y,unknown
5951,Mar-May,0,Invalid,AUSTRALIA,South Australia,"Corio Bay, Port Phillip",fell,unknown,unknown
5952,Mar-May,0,Unprovoked,GUINEA,Conakry Region,Ile de Loss,fell,Y,unknown
5953,Dec-Feb,0,Unprovoked,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",low water,N,unknown
5954,unknown,0,Provoked,USA,Hawaii,Palama,low water,N,unknown
5955,Sep-Nov,0,Unprovoked,AUSTRALIA,Queensland,Caloundra Heads,low water,Y,unknown
5956,Sep-Nov,0,Unprovoked,AUSTRALIA,Victoria,Brighton,underwater,N,unknown
5957,Jun-Aug,0,Invalid,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban",low water,unknown,unknown
5958,Mar-May,0,Unprovoked,AUSTRALIA,New South Wales,"""Bellynahinch"" on the Manning River",low water,Y,unknown
5959,unknown,0,Unprovoked,ANDAMAN ISLANDS,unknown,unknown,fell,Y,unknown
5960,Sep-Nov,0,Unprovoked,CEYLON,unknown,unknown,underwater,Y,unknown
5962,unknown,0,Unprovoked,GREECE,Corfu,unknown,unknown,Y,unknown
5963,Dec-Feb,0,Unprovoked,NEW ZEALAND,North Island,"Soldier's Point, Brick Bay, Auckland",low water,N,unknown
5964,Sep-Nov,0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,fishing,Y,unknown
5965,Sep-Nov,0,Invalid,NEW ZEALAND,South Island,Lyttleton?,fell,unknown,unknown
5966,Jun-Aug,0,Unprovoked,SPAIN,unknown,A Spanish port,fell,N,unknown
5967,Jun-Aug,0,Invalid,SPAIN,Malaga,Fuengirola,low water,unknown,unknown
5968,Mar-May,0,Unprovoked,SPAIN,Malaga,San Andres Beach,low water,Y,unknown
5969,Dec-Feb,0,Unprovoked,SPAIN,Cádiz,Off Algeciras,unknown,Y,low afluency
5970,Dec-Feb,0,Unprovoked,SPAIN,Cádiz,Off Algeciras,low water,Y,unknown
5971,unknown,0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,low water,N,unknown
5972,Jun-Aug,0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,low water,N,unknown
5973,Mar-May,0,Unprovoked,USA,Hawaii,Puna,low water,N,unknown
5974,unknown,0,Unprovoked,JAPAN,Bonin Islands,unknown,underwater,Y,unknown
5975,Sep-Nov,0,Unprovoked,SINGAPORE,unknown,unknown,low water,Y,unknown
5976,unknown,0,Unprovoked,CUBA,unknown,60 miles off Trinidad de Cuba,low water,N,unknown
5977,Dec-Feb,0,Unprovoked,NEW ZEALAND,North Island,"Wynyard Wharf, Auckland Harbor",unknown,N,unknown
5978,Dec-Feb,0,Unprovoked,EQUATORIAL GUINEA / CAMEROON,Fernando Po Island,unknown,low water,Y,12-17
5979,Sep-Nov,0,Unprovoked,AUSTRALIA,Queensland,Cleveland,low water,N,unknown
5980,Sep-Nov,0,Unprovoked,AUSTRALIA,New South Wales,"The Domain, Sydney",low water,N,unknown
5981,Jun-Aug,0,Sea Disaster,CANADA,Nova Scotia,Cape Canso,unknown,Y,unknown
5982,Jun-Aug,0,Unprovoked,USA,New York,Brooklyn,low water,N,unknown
5983,Dec-Feb,0,Unprovoked,NEW ZEALAND,North Island,"Princes Wharf, Auckland Harbor",unknown,N,unknown
5984,Jun-Aug,0,Unprovoked,NEW ZEALAND,North Island,"St. George's Bay, Auckland Harbor",low water,Y,unknown
5985,Jun-Aug,0,Sea Disaster,COOK ISLANDS,Mangaia Island,unknown,unknown,Y,unknown
5986,Jun-Aug,0,Unprovoked,BAHAMAS,New Providence Island,Nassau,low water,Y,unknown
5987,Sep-Nov,0,Unprovoked,USA,Hawaii,Off Kawaihae,low water,Y,unknown
5988,Sep-Nov,0,Invalid,USA,New York ,"Staten Island, Richmond County",low water,unknown,unknown
5989,Jun-Aug,0,Invalid,USA,New York ,"Staten Island, Richmond County",low water,unknown,unknown
5990,Jun-Aug,0,Unprovoked,TOBAGO,unknown,Rocky Bay,unknown,N,unknown
5991,Mar-May,0,Unprovoked,AUSTRALIA,Victoria,Hobson Bay,unknown,Y,unknown
5992,Dec-Feb,0,Unprovoked,USA,Hawaii,unknown,unknown,Y,unknown
5993,unknown,0,Unprovoked,TONGA,Vava'u,unknown,unknown,Y,unknown
5994,unknown,0,Unprovoked,USA,Florida,"Cape Sable, Monroe County",low water,Y,unknown
5995,unknown,0,Unprovoked,FIJI,unknown,unknown,unknown,Y,unknown
5996,Dec-Feb,0,Unprovoked,unknown,unknown,unknown,unknown,Y,unknown
5997,Sep-Nov,0,Unprovoked,ENGLAND,Isle of Wight,Colwell Bay,unknown,Y,unknown
5998,Jun-Aug,0,Unprovoked,AUSTRALIA,Victoria,Point Henry,low water,UNKNOWN,unknown
5999,Dec-Feb,0,Unprovoked,AUSTRALIA,Victoria,Melbourne,fishing,Y,unknown
6000,Sep-Nov,0,Sea Disaster,USA,North Carolina,Cape Hatteras,low water,N,unknown
6001,Sep-Nov,0,Unprovoked,unknown,unknown,unknown,unknown,Y,unknown
6002,Sep-Nov,0,Unprovoked,AUSTRALIA,South Australia,Port Wakefield,unknown,Y,unknown
6003,Jun-Aug,0,Unprovoked,AUSTRALIA,South Australia,Port Wakefield,fell,Y,unknown
6004,unknown,0,Unprovoked,SOLOMON ISLANDS,Makira-Ulawa Province,Makira Island (Formerly San Cristobal),unknown,Y,unknown
6005,Jun-Aug,0,Invalid,AUSTRALIA,New South Wales,Sydney Harbor,unknown,unknown,unknown
6006,unknown,0,Unprovoked,AUSTRALIA,New South Wales,unknown,low water,N,unknown
6007,Mar-May,0,Unprovoked,USA,North Carolina,"Morehead, Carteret County",fell,N,unknown
6008,unknown,0,Unprovoked,USA,South Carolina,"Charleston Harbor, Charleston County",fell,Y,unknown
6009,Jun-Aug,0,Unprovoked,GREECE,Corfu ,unknown,low water,N,unknown
6010,Jun-Aug,0,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,unknown,Y,unknown
6011,unknown,0,Unprovoked,USA,North Carolina,"Morehead, Carteret County",unknown,N,unknown
6012,unknown,0,Invalid,USA,South Carolina,Off the Battery,unknown,unknown,unknown
6013,Mar-May,0,Unprovoked,USA,Florida,"Near Fernandina Bar, Nassau County ",low water,Y,12-17
6014,Dec-Feb,0,Invalid,AUSTRALIA,New South Wales,"Clark's Island, Sydney Harbor",low water,unknown,unknown
6015,Sep-Nov,0,Provoked,PACIFIC OCEAN,Between Australia & USA,unknown,unknown,N,unknown
6016,Jun-Aug,0,Unprovoked,AUSTRALIA,New South Wales,Coalcliff,low water,Y,unknown
6017,Mar-May,0,Unprovoked,TONGA,Tongatapu,unknown,low water,Y,unknown
6018,Dec-Feb,0,Unprovoked,USA,Virginia,Norfolk,unknown,Y,unknown
6020,Mar-May,0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban Bay,unknown,Y,unknown
6021,unknown,0,Sea Disaster,SOUTH AFRICA,Western Cape Province,Danger Point,unknown,Y,unknown
6022,unknown,0,Unprovoked,NEW ZEALAND,North Island,Wellington Harbor,unknown,Y,unknown
6023,Sep-Nov,0,Unprovoked,USA,South Carolina,"Mount Pleasant, Charleston County",low water,Y,unknown
6024,Jun-Aug,0,Unprovoked,MEXICO,Oaxaca,Tehuantepec Harbor,low water,Y,18-22
6025,Dec-Feb,0,Unprovoked,USA,Hawaii,Honolulu Harbor,unknown,Y,18-22
6026,unknown,0,Unprovoked,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",unknown,N,unknown
6027,Jun-Aug,0,Unprovoked,USA,Hawaii,unknown,low water,Y,unknown
6028,unknown,0,Unprovoked,NICARAGUA,Lake Nicaragua (fresh water),"Granada, Granada Department",unknown,Y,unknown
6029,Dec-Feb,0,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor,low water,Y,unknown
6030,Dec-Feb,0,Unprovoked,AUSTRALIA,New South Wales,"Woolloomooloo, Sydney Harbor (Estuary)",unknown,Y,unknown
6031,Jun-Aug,0,Unprovoked,PERU,unknown,Tumbez,low water,Y,unknown
6032,Jun-Aug,0,Unprovoked,AUSTRALIA,Victoria,Warrnambool,fishing,Y,unknown
6033,Dec-Feb,0,Unprovoked,USA,Florida,"Pensacola, Escambia County",low water,Y,unknown
6034,Jun-Aug,0,Unprovoked,USA,Florida,"Pensacola, Escambia County",unknown,Y,unknown
6035,Dec-Feb,0,Invalid,AUSTRALIA,New South Wales,Sydney,unknown,unknown,unknown
6036,Jun-Aug,0,Unprovoked,USA,Maryland,Patapsco River,fishing,N,unknown
6037,Jun-Aug,0,Invalid,USA,Massachusetts,Cape Cod,unknown,unknown,18-22
6038,Mar-May,0,Unprovoked,ENGLAND,Norfolk,Hunstanton,low water,N,12-17
6039,Mar-May,0,Unprovoked,AUSTRALIA,Queensland,Brisbane River,unknown,N,low afluency
6040,Jun-Aug,0,Unprovoked,USA,Massachusetts,"Chelsea Beach, Suffolk County",unknown,N,unknown
6041,Jun-Aug,0,Unprovoked,GREECE,Corfu,Off the harbor wall at Mandrakina,fell,Y,7-11
6042,unknown,0,Unprovoked,USA,Hawaii,unknown,unknown,N,unknown
6043,Sep-Nov,0,Sea Disaster,AUSTRALIA,Queensland,Moreton Bay,low water,N,unknown
6044,unknown,0,Sea Disaster,MEXICO,unknown,unknown,sports table,Y,unknown
6045,Jun-Aug,0,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,low water,N,unknown
6046,unknown,0,Invalid,USA,South Carolina,"Charleston Harbor, Charleston County",unknown,unknown,unknown
6047,Dec-Feb,0,Unprovoked,USA,South Carolina,unknown,unknown,N,unknown
6048,Sep-Nov,0,Sea Disaster,MEXICO,Veracruz,Vera Cruz,low water,Y,unknown
6049,Jun-Aug,0,Unprovoked,AFRICA,unknown,unknown,unknown,Y,unknown
6050,Jun-Aug,0,Unprovoked,CUBA,Havana Province,Havana Harbor,low water,N,unknown
6051,Mar-May,0,Unprovoked,AUSTRALIA,New South Wales,Newcastle ,unknown,Y,18-22
6052,unknown,0,Unprovoked,MEXICO,Vera Cruz,Vera Cruz,low water,Y,unknown
6053,unknown,0,Unprovoked,ENGLAND,unknown,unknown,unknown,N,unknown
6054,Mar-May,0,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",unknown,Y,unknown
6055,Jun-Aug,0,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",unknown,Y,unknown
6056,Mar-May,0,Unprovoked,SIERRA LEONE,unknown,unknown,unknown,Y,unknown
6057,Jun-Aug,0,Unprovoked,NAMIBIA,unknown,unknown,low water,Y,unknown
6058,Jun-Aug,0,Unprovoked,ALGERIA,unknown,Cape Matifou,low water,Y,18-22
6059,Mar-May,0,Unprovoked,Coast of AFRICA,Island of St. Thomas,unknown,low water,Y,18-22
6060,Dec-Feb,0,Unprovoked,MADAGASCAR,unknown,unknown,unknown,Y,12-17
